date,time,elec,prec,temp
2014/8/8,4,2757,0,26.9
2014/8/8,5,2762,0,27.1
2014/8/8,6,2957,0,28
2014/8/8,7,3349,0,29.1
2014/8/8,8,3843,0,29.8
2014/8/8,9,4208,0,29.8
2014/8/8,10,4317,0,31
2014/8/8,11,4338,0,31.1
2014/8/8,12,4196,0,30.3
2014/8/8,13,4265,0,31
2014/8/8,14,4240,0,30.2
2014/8/8,15,4201,0,30.6
2014/8/8,16,4191,0,31.2
2014/8/8,17,4087,0,30.7
2014/8/8,18,4101,0,30.2
2014/8/8,19,4058,0,29.1
2014/8/8,20,3868,0,28
2014/8/8,21,3655,0,27.7
2014/8/8,22,3572,0,27.6
2014/8/8,23,3347,0,27.4
2014/8/9,0,3052,0,27.1
2014/8/9,1,2851,0,26.8
2014/8/9,2,2711,0,26.4
2014/8/9,3,2657,0,26.3
2014/8/9,4,2635,0,26.2
2014/8/9,5,2614,0,25.4
2014/8/9,6,2651,0,25.3
2014/8/9,7,2824,0,25.2
2014/8/9,8,3088,0,25.5
2014/8/9,9,3356,0,26.6
2014/8/9,10,3426,0,26.4
2014/8/9,11,3447,0,25.7
2014/8/9,12,3372,0,26.7
2014/8/9,13,3439,0,26.6
2014/8/9,14,3413,0,26.6
2014/8/9,15,3348,0,25.6
2014/8/9,16,3340,0,25.8
2014/8/9,17,3320,0,24.1
2014/8/9,18,3397,0,23.8
2014/8/9,19,3334,0,23.7
2014/8/9,20,3188,0,23.7
2014/8/9,21,3023,0,23.6
2014/8/9,22,2986,0,23.4
2014/8/9,23,2822,0,22.8
2014/8/10,0,2611,0.5,22.6
2014/8/10,1,2458,2,22.3
2014/8/10,2,2386,5.5,22.3
2014/8/10,3,2377,0,22.5
2014/8/10,4,2375,3.5,22.5
2014/8/10,5,2343,0,22.8
2014/8/10,6,2366,0,23.3
2014/8/10,7,2518,0,24.9
2014/8/10,8,2751,0,27.6
2014/8/10,9,3071,0,29.1
2014/8/10,10,3244,0,28.9
2014/8/10,11,3322,7.5,27.4
2014/8/10,12,3370,6,26.9
2014/8/10,13,3372,3,26.9
2014/8/10,14,3328,0,28.9
2014/8/10,15,3306,0,28.8
2014/8/10,16,3335,0,28.3
2014/8/10,17,3439,0,27.9
2014/8/10,18,3568,17,26.4
2014/8/10,19,3564,0,27.8
2014/8/10,20,3428,0,28.2
2014/8/10,21,3274,0,28.2
2014/8/10,22,3119,0,28.3
2014/8/10,23,2921,0,28.1
2014/8/11,0,2693,0,27.9
2014/8/11,1,2547,0,27.8
2014/8/11,2,2444,0,27.7
2014/8/11,3,2431,0,27.5
2014/8/11,4,2444,0,27.4
2014/8/11,5,2471,0,27.4
2014/8/11,6,2658,0,28.4
2014/8/11,7,2974,0,29.1
2014/8/11,8,3427,0,30.1
2014/8/11,9,3801,0,30.8
2014/8/11,10,3937,0,32
2014/8/11,11,4046,0,32.4
2014/8/11,12,3966,0,31.9
2014/8/11,13,4059,0,31.9
2014/8/11,14,4069,0,31.5
2014/8/11,15,4045,0,31.5
2014/8/11,16,3985,0,30.7
2014/8/11,17,3833,0,29.8
2014/8/11,18,3844,0,29.5
2014/8/11,19,3811,0,28.9
2014/8/11,20,3611,0,28.4
2014/8/11,21,3410,0,27.9
2014/8/11,22,3333,0,27.8
2014/8/11,23,3114,0,27.7
2014/8/12,0,2843,0,27.7
2014/8/12,1,2641,0,27.5
2014/8/12,2,2527,0,27
2014/8/12,3,2495,0,27.4
2014/8/12,4,2498,0,27.3
2014/8/12,5,2507,0,27.2
2014/8/12,6,2656,0,27.3
2014/8/12,7,2924,0,28
2014/8/12,8,3252,0,28.2
2014/8/12,9,3571,0,29.1
2014/8/12,10,3659,0,29
2014/8/12,11,3671,0,29.4
2014/8/12,12,3579,0,28.6
2014/8/12,13,3545,0,28.9
2014/8/12,14,3490,0,28.5
2014/8/12,15,3447,0,26.6
2014/8/12,16,3467,0,25.7
2014/8/12,17,3396,0.5,23.2
2014/8/12,18,3367,0,22.6
2014/8/12,19,3276,0,22.7
2014/8/12,20,3116,0,22.3
2014/8/12,21,2942,0,22.3
2014/8/12,22,2880,0,22
2014/8/12,23,2709,0,22
2014/8/13,0,2511,0,22.3
2014/8/13,1,2369,0,22.5
2014/8/13,2,2303,0,22.3
2014/8/13,3,2289,0,22.7
2014/8/13,4,2291,0,22.7
2014/8/13,5,2279,0,23.2
2014/8/13,6,2359,0,23.9
2014/8/13,7,2580,0,25.1
2014/8/13,8,2892,0,26.2
2014/8/13,9,3118,0,27.3
2014/8/13,10,3289,0,28.3
2014/8/13,11,3396,0,30.1
2014/8/13,12,3429,0,30.1
2014/8/13,13,3491,0,30.2
2014/8/13,14,3500,0,30.5
2014/8/13,15,3442,0,29.7
2014/8/13,16,3458,0,29.9
2014/8/13,17,3485,0,29.7
2014/8/13,18,3585,0,28.8
2014/8/13,19,3577,0,28
2014/8/13,20,3449,0,27.7
2014/8/13,21,3274,0,26.9
2014/8/13,22,3121,0,27
2014/8/13,23,2906,0,26.7
2014/8/14,0,2673,0,26.8
2014/8/14,1,2485,0,26.5
2014/8/14,2,2388,0,26.1
2014/8/14,3,2366,0,26.1
2014/8/14,4,2365,0,26
2014/8/14,5,2345,0,26.3
2014/8/14,6,2464,0,27.1
2014/8/14,7,2740,0,28.1
2014/8/14,8,3047,0,28.5
2014/8/14,9,3255,0,29.3
2014/8/14,10,3407,0,29.7
2014/8/14,11,3466,0,29.2
2014/8/14,12,3434,0.5,27.9
2014/8/14,13,3392,1,27.8
2014/8/14,14,3384,4.5,26.2
2014/8/14,15,3360,5,26.4
2014/8/14,16,3370,1.5,27.1
2014/8/14,17,3426,0.5,26.7
2014/8/14,18,3514,6.5,26.3
2014/8/14,19,3520,0,26.6
2014/8/14,20,3402,0,26.6
2014/8/14,21,3241,0,26.7
2014/8/14,22,3094,0,26.4
2014/8/14,23,2894,0,26.2
2014/8/15,0,2653,0,26
2014/8/15,1,2467,0,26.1
2014/8/15,2,2378,0,26.2
2014/8/15,3,2345,0,26.3
2014/8/15,4,2349,0,26.3
2014/8/15,5,2334,0,26.6
2014/8/15,6,2476,0,28
2014/8/15,7,2758,0,29.5
2014/8/15,8,3099,0,30.5
2014/8/15,9,3385,0,31.8
2014/8/15,10,3539,0,32.2
2014/8/15,11,3664,0,32
2014/8/15,12,3708,0,33
2014/8/15,13,3700,0,33
2014/8/15,14,3746,0,32.5
2014/8/15,15,3785,0,32.4
2014/8/15,16,3793,0,31.4
2014/8/15,17,3754,0,30.4
2014/8/15,18,3814,0,30
2014/8/15,19,3795,0,29.5
2014/8/15,20,3640,0,29.1
2014/8/15,21,3458,0,29.1
2014/8/15,22,3305,0,28.3
2014/8/15,23,3073,0,28.3
2014/8/16,0,2817,0,28.1
2014/8/16,1,2623,0,28
2014/8/16,2,2506,0,28.1
2014/8/16,3,2458,0,28.3
2014/8/16,4,2441,0,28.2
2014/8/16,5,2399,0,28.3
2014/8/16,6,2501,0,29.1
2014/8/16,7,2717,0,29.8
2014/8/16,8,2990,0,30.2
2014/8/16,9,3221,0,30.6
2014/8/16,10,3310,0,28.3
2014/8/16,11,3337,0,28.7
2014/8/16,12,3363,0,30.4
2014/8/16,13,3353,0,28.9
2014/8/16,14,3281,0,26.7
2014/8/16,15,3205,0,24.3
2014/8/16,16,3198,1.5,23.9
2014/8/16,17,3226,0,24.7
2014/8/16,18,3288,0,24.8
2014/8/16,19,3285,0,25.1
2014/8/16,20,3168,0,23.8
2014/8/16,21,2998,0,23.5
2014/8/16,22,2887,0,23.5
2014/8/16,23,2717,0,23.5
2014/8/17,0,2510,0,23.3
2014/8/17,1,2371,0,22.9
2014/8/17,2,2285,0,22.9
2014/8/17,3,2259,0,22.9
2014/8/17,4,2254,0,22.8
2014/8/17,5,2236,0,22.6
2014/8/17,6,2259,0,23
2014/8/17,7,2395,0,23.3
2014/8/17,8,2633,0,23.8
2014/8/17,9,2888,0,24.4
2014/8/17,10,3030,0,25.7
2014/8/17,11,3084,0,26.6
2014/8/17,12,3126,0,27.5
2014/8/17,13,3138,0,29.1
2014/8/17,14,3186,0,29.8
2014/8/17,15,3224,0,30.8
2014/8/17,16,3267,0,30.3
2014/8/17,17,3325,0,29.9
2014/8/17,18,3480,0,29.5
2014/8/17,19,3515,0,28.7
2014/8/17,20,3381,0,28.3
2014/8/17,21,3211,0,27.5
2014/8/17,22,3039,0,26.8
2014/8/17,23,2840,0,26.2
2014/8/18,0,2618,0,26.3
2014/8/18,1,2451,0,26.5
2014/8/18,2,2386,0,26.2
2014/8/18,3,2361,0,26.5
2014/8/18,4,2381,0,26.4
2014/8/18,5,2432,0,26.9
2014/8/18,6,2628,0,26.8
2014/8/18,7,2989,0,27
2014/8/18,8,3509,0,28.7
2014/8/18,9,3999,0,30.8
2014/8/18,10,4174,0,30.7
2014/8/18,11,4352,0,32.2
2014/8/18,12,4311,0,32.3
2014/8/18,13,4479,0,32
2014/8/18,14,4499,0,31.8
2014/8/18,15,4432,0,31.6
2014/8/18,16,4380,0,30.3
2014/8/18,17,4204,0,30.6
2014/8/18,18,4188,0,30.2
2014/8/18,19,4114,0,29.5
2014/8/18,20,3893,0,29.1
2014/8/18,21,3666,0,29
2014/8/18,22,3563,0,28.4
2014/8/18,23,3310,0,27.9
2014/8/19,0,3011,0,27.6
2014/8/19,1,2797,0,27.4
2014/8/19,2,2673,0,27.3
2014/8/19,3,2631,0,27.1
2014/8/19,4,2627,0,26.7
2014/8/19,5,2641,0,26.7
2014/8/19,6,2835,0,28.3
2014/8/19,7,3238,0,29.7
2014/8/19,8,3770,0,30.6
2014/8/19,9,4224,0,32.2
2014/8/19,10,4390,0,33.6
2014/8/19,11,4536,0,33.3
2014/8/19,12,4462,0,33.7
2014/8/19,13,4602,0,33.7
2014/8/19,14,4671,0,32.9
2014/8/19,15,4657,0,32.9
2014/8/19,16,4669,0,32.2
2014/8/19,17,4507,0,31.4
2014/8/19,18,4495,0,30.7
2014/8/19,19,4424,0,30.3
2014/8/19,20,4198,0,30.1
2014/8/19,21,3980,0,30
2014/8/19,22,3882,0,29.8
2014/8/19,23,3604,0,29.4
2014/8/20,0,3277,0,29.2
2014/8/20,1,3031,0,28.5
2014/8/20,2,2886,0,28.7
2014/8/20,3,2822,0,28.2
2014/8/20,4,2803,0,28.1
2014/8/20,5,2811,0,28.6
2014/8/20,6,3054,0,29.4
2014/8/20,7,3484,0,30.8
2014/8/20,8,4061,0,31.3
2014/8/20,9,4535,0,33.5
2014/8/20,10,4748,0,33.7
2014/8/20,11,4876,0,33.3
2014/8/20,12,4784,0,33.4
2014/8/20,13,4921,0,34.1
2014/8/20,14,4942,0,34.1
2014/8/20,15,4911,0,33
2014/8/20,16,4859,0,32.7
2014/8/20,17,4678,0,31.9
2014/8/20,18,4666,0,31.4
2014/8/20,19,4552,0,31.2
2014/8/20,20,4333,0,31
2014/8/20,21,4083,0,30.7
2014/8/20,22,3978,0,30.6
2014/8/20,23,3700,0,29.6
2014/8/21,0,3350,0,29
2014/8/21,1,3089,0,28.1
2014/8/21,2,2931,0,28.1
2014/8/21,3,2873,0,27.9
2014/8/21,4,2863,0,28
2014/8/21,5,2867,0,27.8
2014/8/21,6,3069,0,28.6
2014/8/21,7,3465,0,29.3
2014/8/21,8,3987,0,30.9
2014/8/21,9,4480,0,32.5
2014/8/21,10,4645,0,33
2014/8/21,11,4780,0,33
2014/8/21,12,4699,0,33.4
2014/8/21,13,4838,0,33.2
2014/8/21,14,4881,0,32.7
2014/8/21,15,4872,0,32.3
2014/8/21,16,4857,0,31.8
2014/8/21,17,4707,0,31.5
2014/8/21,18,4716,0,31.1
2014/8/21,19,4609,0,30.7
2014/8/21,20,4377,0,30.7
2014/8/21,21,4133,0,30.1
2014/8/21,22,4010,0,29.9
2014/8/21,23,3710,0,29.1
2014/8/22,0,3356,0,28.9
2014/8/22,1,3096,0,28.4
2014/8/22,2,2946,0,28.2
2014/8/22,3,2877,0,28.2
2014/8/22,4,2870,0,28
2014/8/22,5,2869,0,28.2
2014/8/22,6,3070,0,28.4
2014/8/22,7,3486,0,29.4
2014/8/22,8,4051,0,30.6
2014/8/22,9,4535,0,32.3
2014/8/22,10,4712,0,32.8
2014/8/22,11,4837,0,33.1
2014/8/22,12,4728,0,33.7
2014/8/22,13,4851,0,33.2
2014/8/22,14,4891,0,32.3
2014/8/22,15,4813,0,31.3
2014/8/22,16,4786,0,31.2
2014/8/22,17,4589,0,30.4
2014/8/22,18,4543,0,30.4
2014/8/22,19,4403,0,30
2014/8/22,20,4158,0,30
2014/8/22,21,3895,0,29.5
2014/8/22,22,3791,0,28.5
2014/8/22,23,3525,0,28.3
2014/8/23,0,3209,0,27.8
2014/8/23,1,2970,0,27.1
2014/8/23,2,2809,0,26.9
2014/8/23,3,2739,0,26.9
2014/8/23,4,2721,0,27
2014/8/23,5,2692,0,27.8
2014/8/23,6,2728,0,27.9
2014/8/23,7,2971,0,28.5
2014/8/23,8,3317,0,29.9
2014/8/23,9,3685,0,30
2014/8/23,10,3840,0,29.3
2014/8/23,11,3812,0,27.2
2014/8/23,12,3669,0,26.1
2014/8/23,13,3642,0,26.3
2014/8/23,14,3629,0,27.8
2014/8/23,15,3579,0,28.6
2014/8/23,16,3597,0,28.2
2014/8/23,17,3540,0,27.6
2014/8/23,18,3634,0,27.6
2014/8/23,19,3595,0,27.3
2014/8/23,20,3455,0,27
2014/8/23,21,3291,0,26.7
2014/8/23,22,3227,0,26.6
2014/8/23,23,3041,0,26.3
2014/8/24,0,2809,0,26.6
2014/8/24,1,2633,0,26.2
2014/8/24,2,2527,0,26.1
2014/8/24,3,2480,0,25.5
2014/8/24,4,2473,0,26
2014/8/24,5,2430,0,26
2014/8/24,6,2447,0,26.5
2014/8/24,7,2612,0,28
2014/8/24,8,2857,0,29
2014/8/24,9,3124,0,29.2
2014/8/24,10,3285,0,30
2014/8/24,11,3372,0,31.4
2014/8/24,12,3448,0,31.4
2014/8/24,13,3518,0,31.5
2014/8/24,14,3581,0,29.9
2014/8/24,15,3581,0,30.4
2014/8/24,16,3568,0,29.8
2014/8/24,17,3626,0,29.1
2014/8/24,18,3794,0,28.5
2014/8/24,19,3763,0,28.5
2014/8/24,20,3631,0,28.2
2014/8/24,21,3466,0,28.5
2014/8/24,22,3293,0,28.1
2014/8/24,23,3060,0,27.8
2014/8/25,0,2806,0,27.6
2014/8/25,1,2621,0,27
2014/8/25,2,2520,0,26.8
2014/8/25,3,2479,0,26.6
2014/8/25,4,2505,0,26.6
2014/8/25,5,2559,0,26.5
2014/8/25,6,2757,0,26.3
2014/8/25,7,3091,0,26.4
2014/8/25,8,3514,0,26.9
2014/8/25,9,3846,0,25.8
2014/8/25,10,3911,0,25
2014/8/25,11,3927,0,26
2014/8/25,12,3760,0,27.5
2014/8/25,13,3920,0,27.7
2014/8/25,14,3960,0,28.7
2014/8/25,15,3942,0,28.6
2014/8/25,16,3934,0,28.1
2014/8/25,17,3895,0,27.7
2014/8/25,18,3978,0,27.6
2014/8/25,19,3854,0,27.5
2014/8/25,20,3662,0,26.9
2014/8/25,21,3466,0,26.7
2014/8/25,22,3405,0,26.5
2014/8/25,23,3185,0,26.7
2014/8/26,0,2933,0,26.7
2014/8/26,1,2736,0,26.7
2014/8/26,2,2628,0,26.4
2014/8/26,3,2602,0,26.2
2014/8/26,4,2612,0,25.6
2014/8/26,5,2643,0,25.1
2014/8/26,6,2810,0,25.3
2014/8/26,7,3079,0,25.4
2014/8/26,8,3444,0,26
2014/8/26,9,3762,0,26.4
2014/8/26,10,3847,0,26.2
2014/8/26,11,3867,0,26.2
2014/8/26,12,3656,0,25.9
2014/8/26,13,3743,0,26
2014/8/26,14,3754,0,26.2
2014/8/26,15,3726,0,24.3
2014/8/26,16,3762,0,24.4
2014/8/26,17,3712,0,24.5
2014/8/26,18,3730,0,23.6
2014/8/26,19,3587,0,23.8
2014/8/26,20,3401,0,23.8
2014/8/26,21,3213,0,23.8
2014/8/26,22,3172,0,23.7
2014/8/26,23,2988,0,23.4
2014/8/27,0,2741,0,22
2014/8/27,1,2574,0,22.2
2014/8/27,2,2485,0,21.9
2014/8/27,3,2465,0,22.1
2014/8/27,4,2490,0,21.5
2014/8/27,5,2520,0,20.9
2014/8/27,6,2634,0,20.7
2014/8/27,7,2844,0.5,20.4
2014/8/27,8,3112,0,20.5
2014/8/27,9,3392,0,20.9
2014/8/27,10,3464,0,21.1
2014/8/27,11,3497,0,21
2014/8/27,12,3282,0,21.7
2014/8/27,13,3359,0,22
2014/8/27,14,3362,0,22.3
2014/8/27,15,3340,0,22.4
2014/8/27,16,3417,0,22.3
2014/8/27,17,3424,0,21.4
2014/8/27,18,3463,1,21
2014/8/27,19,3347,0,20.6
2014/8/27,20,3190,0.5,20.4
2014/8/27,21,3026,1,20.2
2014/8/27,22,2986,1,20.2
2014/8/27,23,2818,1,20
2014/8/28,0,2602,0.5,20.1
2014/8/28,1,2465,1,19.8
2014/8/28,2,2405,1.5,19.8
2014/8/28,3,2404,0,20.2
2014/8/28,4,2428,0,19.9
2014/8/28,5,2463,0,20.1
2014/8/28,6,2584,0.5,19.9
2014/8/28,7,2801,0.5,20.2
2014/8/28,8,3091,0,20.7
2014/8/28,9,3349,0,21.3
2014/8/28,10,3425,0,22
2014/8/28,11,3424,0,21.6
2014/8/28,12,3230,0.5,21.2
2014/8/28,13,3338,0,21.7
2014/8/28,14,3372,0,22.3
2014/8/28,15,3351,0,22.7
2014/8/28,16,3426,0,22.2
2014/8/28,17,3439,0,21.9
2014/8/28,18,3491,0.5,21.4
2014/8/28,19,3372,0.5,21.5
2014/8/28,20,3211,0,21.6
2014/8/28,21,3048,0.5,21.8
2014/8/28,22,3002,0,21.5
2014/8/28,23,2834,1,21.3
2014/8/29,0,2614,0,21.5
2014/8/29,1,2470,0,21.4
2014/8/29,2,2419,0,21.1
2014/8/29,3,2417,0.5,21
2014/8/29,4,2439,0,21.2
2014/8/29,5,2469,0,21.3
2014/8/29,6,2583,0,21.5
2014/8/29,7,2797,0,21.6
2014/8/29,8,3082,0,22.7
2014/8/29,9,3350,0,23.4
2014/8/29,10,3465,0,24.3
2014/8/29,11,3505,0,25.1
2014/8/29,12,3334,0,25.4
2014/8/29,13,3449,0,25.8
2014/8/29,14,3465,0,25.6
2014/8/29,15,3450,0,25.7
2014/8/29,16,3481,0,24.4
2014/8/29,17,3454,0,24.1
2014/8/29,18,3518,0,24
2014/8/29,19,3400,0,24.1
2014/8/29,20,3235,0,23.7
2014/8/29,21,3054,0,23.5
2014/8/29,22,3041,0,22.9
2014/8/29,23,2877,0,22.7
2014/8/30,0,2667,0,22.7
2014/8/30,1,2516,6,21.4
2014/8/30,2,2444,8,21
2014/8/30,3,2427,4,20.9
2014/8/30,4,2418,3.5,20.3
2014/8/30,5,2406,2.5,20.2
2014/8/30,6,2420,1.5,20.1
2014/8/30,7,2521,0.5,20.8
2014/8/30,8,2673,0,21.6
2014/8/30,9,2831,0,22.8
2014/8/30,10,2892,0,24
2014/8/30,11,2918,0,24.5
2014/8/30,12,2884,0,25
2014/8/30,13,2934,0,25.2
2014/8/30,14,2933,0,25
2014/8/30,15,2936,0,25
2014/8/30,16,2975,0,24.3
2014/8/30,17,3004,0,23.7
2014/8/30,18,3161,0,22.9
2014/8/30,19,3125,0,22.7
2014/8/30,20,3004,0,22.4
2014/8/30,21,2851,0,22.5
2014/8/30,22,2807,0,22.1
2014/8/30,23,2669,0,22
2014/8/31,0,2487,0,21.9
2014/8/31,1,2357,0,21.8
2014/8/31,2,2292,0,21.9
2014/8/31,3,2284,0,21.6
2014/8/31,4,2271,0,21.4
2014/8/31,5,2230,0,21.4
2014/8/31,6,2213,0,21.7
2014/8/31,7,2331,0,22.4
2014/8/31,8,2535,0,22.9
2014/8/31,9,2707,0,23.1
2014/8/31,10,2747,0,23.3
2014/8/31,11,2820,0,24.5
2014/8/31,12,2864,0,24.3
2014/8/31,13,2832,0,25.4
2014/8/31,14,2837,0,25.7
2014/8/31,15,2859,0,25.4
2014/8/31,16,2899,0,25.4
2014/8/31,17,3000,0,24.6
2014/8/31,18,3208,0,23.9
2014/8/31,19,3187,0,23.1
2014/8/31,20,3067,0,22.8
2014/8/31,21,2915,0,22.7
2014/8/31,22,2755,0,22.6
2014/8/31,23,2601,0,22.6
